time,open,high,low,close,tick_volume,spread,real_volume
2023-11-28 13:30:00,37183.62,37262.04,37139.09,37252.2,5093,979,0
2023-11-28 14:00:00,37252.2,37271.43,37168.32,37229.1,3292,979,0
2023-11-28 14:30:00,37229.1,37286.14,37184.06,37211.62,3307,977,0
2023-11-28 15:00:00,37209.68,37263.42,37142.83,37262.65,3071,908,0
2023-11-28 15:30:00,37262.38,37462.31,37259.67,37416.47,4541,977,0
2023-11-28 16:00:00,37416.23,37449.21,37361.01,37430.83,3851,952,0
2023-11-28 16:30:00,37430.6,37480.37,37362.5,37378.03,5131,881,0
2023-11-28 17:00:00,37377.28,37480.77,37376.12,37392.17,3746,977,0
2023-11-28 17:30:00,37392.17,37587.38,37312.49,37530.41,4059,583,0
2023-11-28 18:00:00,37530.62,37705.0,37530.62,37632.12,4565,977,0
2023-11-28 18:30:00,37632.05,37945.78,37629.2,37888.98,5556,977,0
2023-11-28 19:00:00,37889.71,38230.39,37782.24,38105.67,5581,729,0
2023-11-28 19:30:00,38104.68,38269.12,38093.49,38251.12,5457,522,0
2023-11-28 20:00:00,38251.81,38264.53,38049.37,38133.25,4462,934,0
2023-11-28 20:30:00,38133.78,38174.82,37874.9,38002.82,4899,977,0
2023-11-28 21:00:00,38002.79,38143.56,37971.3,38090.88,3597,852,0
2023-11-28 21:30:00,38089.88,38409.87,38072.62,38140.85,4707,963,0
2023-11-28 22:00:00,38136.12,38245.56,38088.25,38114.53,5304,977,0
2023-11-28 22:30:00,38101.77,38330.76,38081.6,38228.3,4577,977,0
2023-11-28 23:00:00,38240.65,38283.26,38094.11,38110.96,3671,977,0
2023-11-28 23:30:00,38110.96,38138.23,37949.93,37990.09,4135,979,0
2023-11-29 00:00:00,37912.08,38066.09,37911.88,37979.83,2261,977,0
2023-11-29 00:30:00,37994.09,38016.91,37817.79,37877.24,1737,1002,0
2023-11-29 01:00:00,37877.24,37948.44,37845.0,37875.22,2603,977,0
2023-11-29 01:30:00,37875.97,37899.98,37674.24,37839.68,4016,977,0
